PATHWAY	NAME	NGENES	NCOMPOUNDS	TYPE
map05226	Gastric cancer	150	4	KEGGPATHWAY
map05230	Central carbon metabolism in cancer	67	37	KEGGPATHWAY
map05231	Choline metabolism in cancer	98	11	KEGGPATHWAY
map05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	88	4	KEGGPATHWAY
map05310	Asthma	24	5	KEGGPATHWAY
map05320	Autoimmune thyroid disease	78	3	KEGGPATHWAY
map05321	Inflammatory bowel disease (IBD)	60	0	KEGGPATHWAY
map05322	Systemic lupus erythematosus	142	3	KEGGPATHWAY
map05323	Rheumatoid arthritis	86	3	KEGGPATHWAY
map05330	Allograft rejection	63	1	KEGGPATHWAY
map05332	Graft-versus-host disease	65	2	KEGGPATHWAY
map05340	Primary immunodeficiency	36	0	KEGGPATHWAY
map05410	Hypertrophic cardiomyopathy (HCM)	91	3	KEGGPATHWAY
map05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	77	2	KEGGPATHWAY
map05414	Dilated cardiomyopathy (DCM)	94	3	KEGGPATHWAY
map05416	Viral myocarditis	88	0	KEGGPATHWAY
map05418	Fluid shear stress and atherosclerosis	144	8	KEGGPATHWAY
map07011	Penicillins	0	2	KEGGPATHWAY
map07012	Cephalosporins - parenteral agents	0	4	KEGGPATHWAY
map07013	Cephalosporins - oral agents	0	1	KEGGPATHWAY
map07014	Quinolones	0	1	KEGGPATHWAY
map07015	Local analgesics	0	7	KEGGPATHWAY
map07016	Sulfonamide derivatives - sulfa drugs	0	2	KEGGPATHWAY
map07023	Rifamycins	0	2	KEGGPATHWAY
map07024	HMG-CoA reductase inhibitors	0	3	KEGGPATHWAY
map07026	Antifungal agents	0	3	KEGGPATHWAY
map07030	Anxiolytics	0	1	KEGGPATHWAY
map07032	Hypnotics	0	1	KEGGPATHWAY
map07033	Anticonvulsants	0	4	KEGGPATHWAY
map07034	Eicosanoids	0	7	KEGGPATHWAY
map07035	Prostaglandins	0	2	KEGGPATHWAY
map07037	Antiarrhythmic drugs	0	3	KEGGPATHWAY
map07039	Opioid analgesics	0	3	KEGGPATHWAY
map07040	Antineoplastics - alkylating agents	0	3	KEGGPATHWAY
map07042	Antineoplastics - agents from natural products	0	1	KEGGPATHWAY
map07053	Anti-HIV agents	0	1	KEGGPATHWAY
map07055	Sulfonamide derivatives - overview	0	1	KEGGPATHWAY
map07110	Benzoic acid family	0	2	KEGGPATHWAY
map07112	1,2-Diphenyl substitution family	0	2	KEGGPATHWAY
map07114	Naphthalene family	0	5	KEGGPATHWAY
map07117	Benzodiazepine family	0	6	KEGGPATHWAY
map07211	Serotonin receptor agonists/antagonists	0	1	KEGGPATHWAY
map07212	Histamine H1 receptor antagonists	0	1	KEGGPATHWAY
map07214	beta-Adrenergic receptor agonists/antagonists	0	1	KEGGPATHWAY
map07216	Catecholamine transferase inhibitors	0	5	KEGGPATHWAY
map07217	Renin-angiotensin system inhibitors	0	2	KEGGPATHWAY
map07218	HIV protease inhibitors	0	5	KEGGPATHWAY
map07220	Cholinergic and anticholinergic drugs	0	2	KEGGPATHWAY
map07221	Nicotinic cholinergic receptor antagonists	0	5	KEGGPATHWAY
map07222	Peroxisome proliferator-activated receptor (PPAR) agonists	0	2	KEGGPATHWAY
map07224	Opioid receptor agonists/antagonists	0	5	KEGGPATHWAY
map07225	Glucocorticoid and mineralocorticoid receptor agonists/antagonists	0	4	KEGGPATHWAY
map07226	Progesterone, androgen and estrogen receptor agonists/antagonists	0	5	KEGGPATHWAY
map07227	Histamine H2/H3 receptor agonists/antagonists	0	10	KEGGPATHWAY
map07229	Angiotensin receptor and endothelin receptor antagonists	0	4	KEGGPATHWAY
map07230	GABA-A receptor agonists/antagonists	0	3	KEGGPATHWAY
map07232	Potassium channel blocking and opening drugs	0	6	KEGGPATHWAY
map07235	N-Metyl-D-aspartic acid receptor antagonists	0	2	KEGGPATHWAY
M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	27	11	KEGGMODULE
M00002	Glycolysis, core module involving three-carbon compounds	13	7	KEGGMODULE
M00003	Gluconeogenesis, oxaloacetate => fructose-6P	19	9	KEGGMODULE
M00004	Pentose phosphate pathway (Pentose phosphate cycle)	12	11	KEGGMODULE
M00005	PRPP biosynthesis, ribose 5P => PRPP	4	2	KEGGMODULE
M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	5	4	KEGGMODULE
M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	6	7	KEGGMODULE
M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	3	6	KEGGMODULE
M00009	Citrate cycle (TCA cycle, Krebs cycle)	24	12	KEGGMODULE
M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	10	5	KEGGMODULE
M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	14	9	KEGGMODULE
M00012	Glyoxylate cycle	6	7	KEGGMODULE
M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	8	6	KEGGMODULE
M00014	Glucuronate pathway (uronate pathway)	26	11	KEGGMODULE
M00015	Proline biosynthesis, glutamate => proline	4	5	KEGGMODULE
M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	0	10	KEGGMODULE
M00017	Methionine biosynthesis, apartate => homoserine => methionine	1	8	KEGGMODULE
M00018	Threonine biosynthesis, aspartate => homoserine => threonine	0	6	KEGGMODULE
M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	2	12	KEGGMODULE
M00020	Serine biosynthesis, glycerate-3P => serine	3	4	KEGGMODULE
M00021	Cysteine biosynthesis, serine => cysteine	0	4	KEGGMODULE
M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	0	9	KEGGMODULE
M00023	Tryptophan biosynthesis, chorismate => tryptophan	0	6	KEGGMODULE
M00024	Phenylalanine biosynthesis, chorismate => phenylalanine	0	4	KEGGMODULE
M00025	Tyrosine biosynthesis, chorismate => tyrosine	1	4	KEGGMODULE
M00026	Histidine biosynthesis, PRPP => histidine	0	11	KEGGMODULE
M00027	GABA (gamma-Aminobutyrate) shunt	4	4	KEGGMODULE
M00028	Ornithine biosynthesis, glutamate => ornithine	1	6	KEGGMODULE
M00029	Urea cycle	6	9	KEGGMODULE
M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	0	12	KEGGMODULE
M00031	Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine	0	6	KEGGMODULE
M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	11	9	KEGGMODULE
M00033	Ectoine biosynthesis, aspartate => ectoine	0	6	KEGGMODULE
M00034	Methionine salvage pathway	12	11	KEGGMODULE
M00035	Methionine degradation	11	6	KEGGMODULE
M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA	13	10	KEGGMODULE
M00037	Melatonin biosynthesis, tryptophan => serotonin => melatonin	5	5	KEGGMODULE
M00038	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate	9	8	KEGGMODULE
M00039	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	0	16	KEGGMODULE
M00040	Tyrosine biosynthesis, prephanate => pretyrosine => tyrosine	0	3	KEGGMODULE
M00042	Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline	5	5	KEGGMODULE
M00043	Thyroid hormone biosynthesis, tyrosine => triiodothyronine/thyroxine	1	4	KEGGMODULE
M00044	Tyrosine degradation, tyrosine => homogentisate	9	7	KEGGMODULE
M00045	Histidine degradation, histidine => N-formiminoglutamate => glutamate	4	6	KEGGMODULE
M00046	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	3	8	KEGGMODULE
M00047	Creatine pathway	6	5	KEGGMODULE
M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	9	13	KEGGMODULE
M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	20	5	KEGGMODULE
M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	13	5	KEGGMODULE
M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	3	8	KEGGMODULE
M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	11	5	KEGGMODULE
M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	19	9	KEGGMODULE
M00055	N-glycan precursor biosynthesis	15	2	KEGGMODULE
M00056	O-glycan biosynthesis, mucin type core	24	1	KEGGMODULE
M00057	Glycosaminoglycan biosynthesis, linkage tetrasaccharide	5	1	KEGGMODULE
M00058	Glycosaminoglycan biosynthesis, chondroitin sulfate backbone	6	0	KEGGMODULE
M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone	11	0	KEGGMODULE
M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	0	11	KEGGMODULE
M00061	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	0	7	KEGGMODULE
M00063	CMP-KDO biosynthesis	0	5	KEGGMODULE
M00064	ADP-L-glycero-D-manno-heptose biosynthesis	0	6	KEGGMODULE
M00065	GPI-anchor biosynthesis, core oligosaccharide	16	1	KEGGMODULE
M00066	Lactosylceramide biosynthesis	2	3	KEGGMODULE
M00067	Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid	2	6	KEGGMODULE
M00068	Glycosphingolipid biosynthesis, globo-series, LacCer => Gb4Cer	2	0	KEGGMODULE
M00069	Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3	3	0	KEGGMODULE
M00070	Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer	5	0	KEGGMODULE
M00071	Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer	6	0	KEGGMODULE
M00072	N-glycosylation by oligosaccharyltransferase	7	2	KEGGMODULE
M00073	N-glycan precursor trimming	6	0	KEGGMODULE
M00074	N-glycan biosynthesis, high-mannose type	5	0	KEGGMODULE
M00075	N-glycan biosynthesis, complex type	16	0	KEGGMODULE
M00076	Dermatan sulfate degradation	11	1	KEGGMODULE
M00077	Chondroitin sulfate degradation	10	1	KEGGMODULE
M00078	Heparan sulfate degradation	9	1	KEGGMODULE
M00079	Keratan sulfate degradation	5	1	KEGGMODULE
M00081	Pectin degradation	0	4	KEGGMODULE
M00082	Fatty acid biosynthesis, initiation	3	5	KEGGMODULE
M00083	Fatty acid biosynthesis, elongation	2	30	KEGGMODULE
M00085	Fatty acid elongation in mitochondria	6	30	KEGGMODULE
M00086	beta-Oxidation, acyl-CoA synthesis	8	2	KEGGMODULE
M00087	beta-Oxidation	13	29	KEGGMODULE
M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	8	6	KEGGMODULE
M00089	Triacylglycerol biosynthesis	22	7	KEGGMODULE
M00090	Phosphatidylcholine (PC) biosynthesis, choline => PC	6	4	KEGGMODULE
M00091	Phosphatidylcholine (PC) biosynthesis, PE => PC	1	4	KEGGMODULE
M00092	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE	7	4	KEGGMODULE
M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	3	4	KEGGMODULE
M00094	Ceramide biosynthesis	13	6	KEGGMODULE
M00095	C5 isoprenoid biosynthesis, mevalonate pathway	11	8	KEGGMODULE
M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway	3	10	KEGGMODULE
M00097	beta-Carotene biosynthesis, GGAP => beta-carotene	0	11	KEGGMODULE
M00098	Acylglycerol degradation	10	4	KEGGMODULE
M00099	Sphingosine biosynthesis	17	6	KEGGMODULE
M00100	Sphingosine degradation	3	3	KEGGMODULE
M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol	10	14	KEGGMODULE
M00102	Ergocalciferol biosynthesis	1	7	KEGGMODULE
M00103	Cholecalciferol biosynthesis	2	4	KEGGMODULE
M00104	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate	11	28	KEGGMODULE
M00106	Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate	2	4	KEGGMODULE
M00107	Steroid hormone biosynthesis, cholesterol => prognenolone => progesterone	7	6	KEGGMODULE
M00108	C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone	4	5	KEGGMODULE
M00109	C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone	6	5	KEGGMODULE
M00110	C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone	8	7	KEGGMODULE
M00112	Tocopherol/tocotorienol biosynthesis	0	15	KEGGMODULE
M00113	Jasmonic acid biosynthesis	4	17	KEGGMODULE
M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate	6	10	KEGGMODULE
M00115	NAD biosynthesis, aspartate => NAD	5	6	KEGGMODULE
M00116	Menaquinone biosynthesis, chorismate => menaquinol	0	11	KEGGMODULE
M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone	0	10	KEGGMODULE
M00118	Glutathione biosynthesis, glutamate => glutathione	3	3	KEGGMODULE
M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	2	7	KEGGMODULE
M00120	Coenzyme A biosynthesis, pantothenate => CoA	7	6	KEGGMODULE
M00121	Heme biosynthesis, plants and bacteria, glutamate => heme	9	11	KEGGMODULE
M00122	Cobalamin biosynthesis, cobinamide => cobalamin	1	10	KEGGMODULE
M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	0	6	KEGGMODULE
M00124	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	2	8	KEGGMODULE
M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	2	11	KEGGMODULE
M00126	Tetrahydrofolate biosynthesis, GTP => THF	6	12	KEGGMODULE
M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P	0	7	KEGGMODULE
M00128	Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate => ubiquinone	6	9	KEGGMODULE
M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate	25	9	KEGGMODULE
M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4	22	5	KEGGMODULE
M00131	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	9	5	KEGGMODULE
M00132	Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate	3	4	KEGGMODULE
M00133	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	5	6	KEGGMODULE
M00134	Polyamine biosynthesis, arginine => ornithine => putrescine	4	3	KEGGMODULE
M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	9	5	KEGGMODULE
M00136	GABA biosynthesis, prokaryotes, putrescine => GABA	0	5	KEGGMODULE
M00137	Flavanone biosynthesis, phenylalanine => naringenin	0	6	KEGGMODULE
M00138	Flavonoid biosynthesis, naringenin => pelargonidin	0	4	KEGGMODULE
M00140	C1-unit interconversion, prokaryotes	2	4	KEGGMODULE
M00141	C1-unit interconversion, eukaryotes	6	4	KEGGMODULE
M00142	NADH:ubiquinone oxidoreductase, mitochondria	7	4	KEGGMODULE
M00143	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	11	0	KEGGMODULE
M00144	NADH:quinone oxidoreductase, prokaryotes	0	4	KEGGMODULE
M00145	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	0	4	KEGGMODULE
M00146	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	15	0	KEGGMODULE
M00147	NADH dehydrogenase (ubiquinone) 1 beta subcomplex	14	0	KEGGMODULE
M00148	Succinate dehydrogenase (ubiquinone)	4	4	KEGGMODULE
M00149	Succinate dehydrogenase, prokaryotes	0	4	KEGGMODULE
M00150	Fumarate reductase, prokaryotes	0	4	KEGGMODULE
M00151	Cytochrome bc1 complex respiratory unit	3	5	KEGGMODULE
M00152	Cytochrome bc1 complex	10	5	KEGGMODULE
M00154	Cytochrome c oxidase	25	0	KEGGMODULE
M00158	F-type ATPase, eukaryotes	17	0	KEGGMODULE
M00160	V-type ATPase, eukaryotes	24	0	KEGGMODULE
M00165	Reductive pentose phosphate cycle (Calvin cycle)	20	12	KEGGMODULE
M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	3	6	KEGGMODULE
M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	17	8	KEGGMODULE
M00168	CAM (Crassulacean acid metabolism), dark	2	4	KEGGMODULE
M00169	CAM (Crassulacean acid metabolism), light	2	4	KEGGMODULE
M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	2	4	KEGGMODULE
M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type	6	7	KEGGMODULE
M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type	2	5	KEGGMODULE
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	6	13	KEGGMODULE
M00174	Methane oxidation, methanotroph, methane => formaldehyde	0	3	KEGGMODULE
M00175	Nitrogen fixation, nitrogen => ammonia	0	2	KEGGMODULE
M00176	Assimilatory sulfate reduction, sulfate => H2S	2	5	KEGGMODULE
M00307	Pyruvate oxidation, pyruvate => acetyl-CoA	6	2	KEGGMODULE
M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	3	7	KEGGMODULE
M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate	0	7	KEGGMODULE
M00338	Cysteine biosynthesis, homocysteine + serine => cysteine	2	4	KEGGMODULE
M00344	Formaldehyde assimilation, xylulose monophosphate pathway	3	5	KEGGMODULE
M00345	Formaldehyde assimilation, ribulose monophosphate pathway	3	8	KEGGMODULE
M00346	Formaldehyde assimilation, serine pathway	9	10	KEGGMODULE
M00356	Methanogenesis, methanol => methane	0	5	KEGGMODULE
M00357	Methanogenesis, acetate => methane	2	9	KEGGMODULE
M00358	Coenzyme M biosynthesis	0	6	KEGGMODULE
M00364	C10-C20 isoprenoid biosynthesis, bacteria	0	5	KEGGMODULE
M00365	C10-C20 isoprenoid biosynthesis, archaea	0	5	KEGGMODULE
M00366	C10-C20 isoprenoid biosynthesis, plants	0	5	KEGGMODULE
M00367	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes	0	5	KEGGMODULE
M00368	Ethylene biosynthesis, methionine => ethylene	3	4	KEGGMODULE
M00369	Cyanogenic glycoside biosynthesis, tyrosine => dhurrin	0	6	KEGGMODULE
M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin	0	6	KEGGMODULE
M00371	Castasterone biosynthesis, campesterol => castasterone	0	9	KEGGMODULE
M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid	0	11	KEGGMODULE
M00373	Ethylmalonyl pathway	6	16	KEGGMODULE
M00374	Dicarboxylate-hydroxybutyrate cycle	2	14	KEGGMODULE
M00375	Hydroxypropionate-hydroxybutylate cycle	3	16	KEGGMODULE
M00376	3-Hydroxypropionate bi-cycle	3	20	KEGGMODULE
M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	1	9	KEGGMODULE
M00378	F420 biosynthesis	0	8	KEGGMODULE
M00415	Fatty acid elongation in endoplasmic reticulum	13	0	KEGGMODULE
M00416	Cytochrome aa3-600 menaquinol oxidase	0	4	KEGGMODULE
M00418	Toluene degradation, anaerobic, toluene => benzoyl-CoA	0	7	KEGGMODULE
M00419	Cymene degradation, p-cymene => p-cumate	0	4	KEGGMODULE
M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	0	3	KEGGMODULE
M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	0	5	KEGGMODULE
M00433	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate	0	6	KEGGMODULE
M00525	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	0	10	KEGGMODULE
M00526	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	0	8	KEGGMODULE
M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	0	8	KEGGMODULE
M00528	Nitrification, ammonia => nitrite	0	3	KEGGMODULE
M00529	Denitrification, nitrate => nitrogen	0	5	KEGGMODULE
M00530	Dissimilatory nitrate reduction, nitrate => ammonia	0	3	KEGGMODULE
M00531	Assimilatory nitrate reduction, nitrate => ammonia	0	3	KEGGMODULE
M00532	Photorespiration	11	14	KEGGMODULE
M00533	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	0	6	KEGGMODULE
M00534	Naphthalene degradation, naphthalene => salicylate	0	7	KEGGMODULE
M00535	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	0	5	KEGGMODULE
M00537	Xylene degradation, xylene => methylbenzoate	0	12	KEGGMODULE
M00538	Toluene degradation, toluene => benzoate	0	4	KEGGMODULE
M00539	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	0	7	KEGGMODULE
M00540	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA	0	6	KEGGMODULE
M00541	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	0	5	KEGGMODULE
M00543	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate	0	11	KEGGMODULE
M00544	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate	0	5	KEGGMODULE
M00545	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	0	9	KEGGMODULE
M00546	Purine degradation, xanthine => urea	5	7	KEGGMODULE
M00547	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol	0	6	KEGGMODULE
M00548	Benzene degradation, benzene => catechol	0	3	KEGGMODULE
M00549	Nucleotide sugar biosynthesis, glucose => UDP-glucose	7	4	KEGGMODULE
M00550	Ascorbate degradation, ascorbate => D-xylulose-5P	0	6	KEGGMODULE
M00551	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	0	11	KEGGMODULE
M00552	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	3	6	KEGGMODULE
M00554	Nucleotide sugar biosynthesis, galactose => UDP-galactose	2	3	KEGGMODULE
M00555	Betaine biosynthesis, choline => betaine	2	3	KEGGMODULE
M00563	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	0	7	KEGGMODULE
M00565	Trehalose biosynthesis, D-glucose 1P => trehalose	1	7	KEGGMODULE
M00567	Methanogenesis, CO2 => methane	0	11	KEGGMODULE
M00568	Catechol ortho-cleavage, catechol => 3-oxoadipate	0	5	KEGGMODULE
M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	0	17	KEGGMODULE
M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	4	7	KEGGMODULE
M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	1	11	KEGGMODULE
M00573	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin	0	6	KEGGMODULE
M00577	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin	0	6	KEGGMODULE
M00579	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	0	3	KEGGMODULE
M00580	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	1	4	KEGGMODULE
M00595	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	0	2	KEGGMODULE
M00596	Dissimilatory sulfate reduction, sulfate => H2S	0	4	KEGGMODULE
M00608	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate	0	14	KEGGMODULE
M00609	Cysteine biosynthesis, methionine => cysteine	3	7	KEGGMODULE
M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	0	8	KEGGMODULE
M00622	Nicotinate degradation, nicotinate => fumarate	0	7	KEGGMODULE
M00623	Phthalate degradation, phthalate => protocatechuate	0	4	KEGGMODULE
M00624	Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate	0	3	KEGGMODULE
M00630	D-Galacturonate degradation (fungi), D-galacturonate => glycerol	0	5	KEGGMODULE
M00631	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	0	7	KEGGMODULE
M00632	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	4	6	KEGGMODULE
